barcode,product_name,unit,initial_quantity,purchase_price_iqd,selling_price_iqd,low_stock_alert
6221024010033,مرةباي فيتراك 340ط,دانە,1000,950,1350,5
8693029605787,كيك سةموني,دانە,1000,3850,4250,5
6260654400395,فستق كارين بةرداخ,دانە,1000,1100,1500,5
6262790500069,نوقل ثنيرطول محمدى ميلاخ كيسة,دانە,1000,350,750,5
631583101039,رون نباتي اسيل يماراتي 2000 ط,دانە,1000,8600,9000,5
631583101022,رون نةباتي اسيل ئيماراتي 1كيلو,دانە,1000,7600,8000,5
5281112042231,جل ثيرسل عسل ئة لمانى,دانە,1000,4100,4500,5
5281112042217,جل ثيرسل عسل ئة لمانى,دانە,1000,4100,4500,5
5281112041326,جل ثرسيل ئةلماني 1لتر,دانە,1000,3100,3500,5
5281112044648,باشترين تايت ثيرسيل ئةلمانى  + جل هدية,دانە,1000,11350,11750,5
5281112050489,باشترين تايت ثيرسيل ئةلمانى سيتل 4كيلو,دانە,1000,11350,11750,5
8693029605015,كيك,دانە,1000,0,400,5
8690120075921,فينطر 1كيلو تركي,دانە,1000,1350,1750,5
8696425015013,كنتاكى تركى 260ط,دانە,1000,850,1250,5
8691958000734,ثةنير طوني تركي 500 ط,دانە,1000,2950,3350,5
8680181055994,ثةنير توركو 200 ط,دانە,1000,1100,1500,5
6223003771737,ثةنير برايد 125ط زةيتون,دانە,1000,1000,1400,5
8697424140355,ثةنير تركي 1كيلو,دانە,1000,4599,4999,5
8690570532739,فانيش  1 لتر,دانە,1000,2600,3000,5
8000500193396,نوتيلا  200 غرام,دانە,1000,2350,2750,5
8699495831675,تايت نيو وايت400ط,دانە,1000,350,750,5
7891164087661,سينط ئةوروا 2 كط,دانە,1000,10100,10500,5
6260170901352,ثسكيت ويفةر نادرى 60عدد,دانە,1000,6100,6500,5
2816585015005,مريشك1500توركى,دانە,1000,3350,3750,5
8697423131262,علك فريش,دانە,1000,0,400,5
6260308355330,كةمثوت هشير شوشة 900ط,دانە,1000,1950,2350,5
6260308355507,كةمثوت مشمش شوشة سحر 900ط,دانە,1000,1600,2000,5
6260308330993,زةيتون زةر سحر شوشة 640طرام,دانە,1000,2100,2500,5
4791021933588,توفضاى هةسثي رةش 450ط,دانە,1000,3100,3500,5
8695424300243,شربت ليرة بضوك,دانە,1000,550,950,5
4791003949033,شةكر 5كيلو هانا,دانە,1000,4600,5000,5
5907471405622,كيك ثولةندي,دانە,1000,0,400,5
8696540001410,نيشاستة ئالتن تركي 200ط,دانە,1000,600,1000,5
8697459293033,تايطر رة ش ليون,دانە,1000,100,500,5
58956155,شير توت فرنطي فرنسي 500 ط,دانە,1000,1000,1400,5
3700263600258,شير فانيلا فرنسي 500 ط,دانە,1000,1000,1400,5
6946358012569,قةلةم رةنط بجوك,دانە,1000,0,400,5
6922141030088,قةلةم موشيك,دانە,1000,0,400,5
6920106006185,قةلةم جاف,دانە,1000,0,400,5
6958898100040,قةلةم موشيك,دانە,1000,0,400,5
5000396042474,داجستيف نةستةلة 5عد,دانە,1000,600,1000,5
8690931007432,قيماغ 150ط,دانە,1000,1100,1500,5
6261945500527,ثنيرثشتاز100ط,دانە,1000,0,400,5
8690931009566,ثنيرجدايل كة زى200ط,دانە,1000,1600,2000,5
8690931009542,ثنيريوروك ئوغلو200ط,دانە,1000,1600,2000,5
8691216020672,جلى هاريبو برى 80غرام,دانە,1000,600,1000,5
8691216081925,جلى هاريبو80 غرام,دانە,1000,600,1000,5
8691216025080,جلى هاريبو برى 160طرام,دانە,1000,1600,2000,5
8695150004323,سركةي سيو 500 ط هةسثي رةش,دانە,1000,600,1000,5
8695150003517,نيسك رةش هةسثي رةش 750ط,دانە,1000,2100,2500,5
3902634650026,ضيثس ظيثا 40ط,دانە,1000,100,500,5
3902634650231,ضيثس ظيثا 40ط,دانە,1000,100,500,5
3902634650477,ثفك ظيثا 20ط,دانە,1000,0,400,5
3902634650187,ضيثس ظيثا 20ط,دانە,1000,0,400,5
3902634650392,ضيثس ظيثا 40 ط,دانە,1000,100,500,5
8697415311016,ثنير ثيتزا كيلينج 200ط,دانە,1000,1600,2000,5
8697415310934,ثنير اصابح كيلينج 200ط,دانە,1000,1600,2000,5
8690566507857,زبدة ئونا 200طرام,دانە,1000,350,750,5
8697415310514,ثةنير كلينج هةمبةرطة,دانە,1000,1500,1900,5
8697415311009,شاشي كلينج 200ط,دانە,1000,1300,1700,5
8690158000506,ثةنير بةياز 500ط تيك سوت,دانە,1000,2600,3000,5
8680202110824,هةفير ترش 125ط يروثان,دانە,1000,500,900,5
8690158121911,ثةنير مسةلس تيك سوت 100ط,دانە,1000,600,1000,5
3902634650194,ضيثس ظيثا 40ط,دانە,1000,100,500,5
8691422217675,بازليا 340ط  شوشة تركي,دانە,1000,600,1000,5
8693029701717,كيك,دانە,1000,0,400,5
8693029605077,كيك سةموني عائيلي,دانە,1000,500,900,5
8690347020964,قشتةي كانلار 100ط,دانە,1000,599,999,5
8698758280182,كالباس تركى ئوزينشيل 300 ط,دانە,1000,850,1250,5
6938425200368,مارشميلو,دانە,1000,0,400,5
6251059818205,دةرمان تةباخى رامبو 1لتر,دانە,1000,2850,3250,5
8680313531297,زيتون مور1كيلو,دانە,1000,1350,1750,5
4823077609732,شةكروك روشن رةنطةو رةنط,دانە,1000,3600,4000,5
8699905722081,شكروك فيقى توركى 800غرام,دانە,1000,2100,2500,5
6260360021020,سوث جو يليت يراني 68غ,دانە,1000,100,500,5
5281112050465,باشترين تايت ثيرسيل ئةلماني سيتل 4 كيو,دانە,1000,11350,11750,5
5281112055705,عرص خاص           باشترين تايت ئةلماني 4 كيلو,دانە,1000,9599,9999,5
5281112055729,باشترين تايت ثيرسل ئةلماني 4كيلو ملةون,دانە,1000,9599,9999,5
5281112055712,تايت ثيرسل ئةلماني 4كيلو,دانە,1000,9600,10000,5
5281112036759,ثيرسلى جلى رة ش1ليتر,دانە,1000,2850,3250,5
8690555510011,فرجةى ددان بةناتى قالك كوم باكت,دانە,1000,600,1000,5
8690555510530,فرجة ى بناتى نة رم عسل,دانە,1000,600,1000,5
8695150003159,نوك هةسثى رةش 5كيلو,دانە,1000,16100,16500,5
6938108180130,حلاقة,دانە,1000,2600,3000,5
6231688000103,ماست سيلو,دانە,1000,1850,2250,5
2016082300691,ميكزمين شحن طةورة,دانە,1000,16600,17000,5
2016082300936,ميك زةميني شحن,دانە,1000,16600,17000,5
2016082301049,ميكزمينى 4دة رك,دانە,1000,9600,10000,5
2016082300707,ميكزمين شحن طةورة,دانە,1000,16600,17000,5
2016120602916,سيارة ىبهبهان,دانە,1000,5600,6000,5
2016120602909,سيارة ىبهبهان,دانە,1000,5600,6000,5
2016120600189,سةيارة ثورش سيباق,دانە,1000,7100,7500,5
2016120600752,سةيارة سيباق,دانە,1000,4600,5000,5
6260360022034,سوث ئةليت 61طرام,دانە,1000,100,500,5
2016082300998,ميك زةميني شحن,دانە,1000,8600,9000,5
8698995513173,ماجي مريشك توز 20عدد نةورةس,دانە,1000,850,1250,5
8690547010888,ئاري برنج فيتامين 250ط,دانە,1000,600,1000,5
8680313532645,زةيتون مور شوشة 720ط,دانە,1000,1500,1900,5
022400336718,موكةيف كراتين امريكي 750 ط,دانە,1000,7600,8000,5
6253803251160,تايت جزيرة 5كيلو  سيتل,دانە,1000,9600,10000,5
6253803251177,تايت جزيرة 5كيلو  سيتل,دانە,1000,9600,10000,5
6930643600319,طورة,دانە,1000,350,750,5
8695280325107,شربت تازج 250 مل,دانە,1000,0,400,5
3700263600265,شير توت فرنطي فرنسي 500 ط,دانە,1000,1000,1400,5
6923513602056,ثاترى تيث توث,دانە,1000,0,400,5
8693029608177,كيك تودةي بازنةي ميني 24عدد,دانە,1000,2100,2500,5
5907471405646,كيك ثولةندي 24 عدد,دانە,1000,4350,4750,5
5201360797585,كيك سفن دةيس 16 عدد,دانە,1000,3350,3750,5
8681270452397,بسكيت خورما ميني 24عدد,دانە,1000,2100,2500,5
8691720121025,كيك ئةني ميني 24عدد,دانە,1000,2100,2500,5
8693029701724,كيك تودةي قهوة 24 عدد,دانە,1000,4600,5000,5
5201360725076,كيك سفن دةيس,دانە,1000,3350,3750,5
8691720120363,ميني كيك كاكاو 24عدد,دانە,1000,2100,2500,5
8004905550273,كيك يتالي 10عدد,دانە,1000,1350,1750,5
8004905550259,كيك يتالي 10عدد,دانە,1000,1350,1750,5
8004905774389,كيك يتالي 10عدد,دانە,1000,1350,1750,5
4820000531474,فينستون روسى,دانە,1000,1100,1500,5
6930616308013,حلاقة 3عدد,دانە,1000,450,850,5
8690814205207,نوك توركى كيس,دانە,1000,2100,2500,5
8690506453787,سابون فوكس,دانە,1000,0,400,5
4013197767010,شةكروك ئةلماني قودي 200ط,دانە,1000,2350,2750,5
4013197767034,شةكروك ئةلماني قودي 175 ط,دانە,1000,2350,2750,5
4037719067471,شةكروك ئةلماني قودي 175طرام,دانە,1000,1850,2250,5
6291100608935,كيك يورو جامبو 44طرام,دانە,1000,0,400,5
6291100606689,كيك يورو رول شوكولاتة 4*44طرام,دانە,1000,0,400,5
8004905550266,كيك يتالى,دانە,1000,0,400,5
8004905774396,كيك يتالى,دانە,1000,0,400,5
6291100606672,كيك 2 قلو تركي,دانە,1000,0,400,5
6212203031017,ميرندا قودى 250مل,دانە,1000,100,500,5
8691720021028,كيك,دانە,1000,0,400,5
8692809435309,نةستةلة سويت ستار,دانە,1000,0,400,5
8690603170020,خوي سالينا 750 ط,دانە,1000,0,400,5
8695280722500,بيبسى يومى طة ورة,دانە,1000,350,750,5
8887290522021,ضيثس قودى كراكس 160ط,دانە,1000,1600,2000,5
8887290523028,ضيثس قودى كراكس 160ط,دانە,1000,1600,2000,5
8887290527026,ضيثس قودى كراكس 160ط,دانە,1000,1600,2000,5
8887290526029,ضيثس قودى كراكس 160ط,دانە,1000,1600,2000,5
8699141054526,بسكويت ئوزمو هةثي 37.5طرام,دانە,1000,0,400,5
8691707090597,ئوزمو زلك 17ط,دانە,1000,0,400,5
8691707090122,ئوزمو موتة 25ط,دانە,1000,0,400,5
6281048106211,ثةنير بوك 140ط  شوشة,دانە,1000,1100,1500,5
8690536011261,كلينس فاميلي 1رول,دانە,1000,400,800,5
59471974,كينت عرة بى,دانە,1000,1350,1750,5
9556006000502,شامثو جون سون 800 غرام,دانە,1000,3600,4000,5
6970104070060,قلم تراشى طةورة,دانە,1000,1600,2000,5
8690536080267,دةرمانى غة سالةى طيرة,دانە,1000,2600,3000,5
80001263,ويفةر لوكةر ئةلمانى 45 ط,دانە,1000,600,1000,5
0133100017680013,موتة,دانە,1000,0,400,5
6253506682469,شربت 200 طرام ثرتقال,دانە,1000,0,400,5
4823077614330,ثسكيت روشةن  170ط,دانە,1000,600,1000,5
46105523,فينستون روسى,دانە,1000,1350,1750,5
6260769900025,جة رط,دانە,1000,1250,1650,5
5281117000243,طةلمةشامى قودى ئةل وادى 340 ط,دانە,1000,1600,2000,5
8690536011094,كلينس ثاثيا 6عدد متبخ,دانە,1000,4100,4500,5
8690536011063,كلينس ثاثيا 8 عدد متبخ,دانە,1000,5100,5500,5
6260176807368,موتة,دانە,1000,0,400,5
6260176810900,موتة,دانە,1000,0,400,5
6260176871833,موتة,دانە,1000,0,400,5
6260176817428,موتة,دانە,1000,0,400,5
6260176809751,موتةى ميهن ملةون,دانە,1000,0,400,5
6260176810122,موتة,دانە,1000,0,400,5
6260176817343,موتة,دانە,1000,0,400,5
0133100017680794,موتة,دانە,1000,0,400,5
6260176871840,موتة,دانە,1000,0,400,5
6260176806729,موتة,دانە,1000,0,400,5
0133100017680197,موتة,دانە,1000,0,400,5
0133100017680198,موتة,دانە,1000,0,400,5
6291100733149,دةرمان نيرطيلة,دانە,1000,600,1000,5
6291100730070,دةرمان نيرطيلة,دانە,1000,600,1000,5
8680923317557,ماسكي رةش تركي عسل 50عدد,دانە,1000,2100,2500,5
8690536840397,سانتى مولثدى ليلي,دانە,1000,850,1250,5
6260405201271,ثةنير سباح سيطوشة 700ط,دانە,1000,3000,3400,5
8697431552837,ماست 1كيلو سولتان,دانە,1000,1000,1400,5
8695761002169,ثةنير سيتل تركي,دانە,1000,5000,5400,5
8695761002138,ثةنير سيتل تركي شعري,دانە,1000,5000,5400,5
6260138062385,علك طومبال 100 عدد,دانە,1000,1600,2000,5
5201360795789,كيك سفن دةيس 16 عدد,دانە,1000,3350,3750,5
8697480069560,رشدة كارتون تركي,دانە,1000,400,800,5
6260176804381,موتة ثريما,دانە,1000,0,400,5
6251597000926,سظن قودى 355ط,دانە,1000,100,500,5
6251597000360,بيبسى شوشة بغدادى,دانە,1000,0,400,5
6251597000353,سيفن ئة ث بغدادى,دانە,1000,0,400,5
6251597001121,بيبسى قودى بغدادى,دانە,1000,100,500,5
8680596046006,كيك,دانە,1000,0,400,5
8690451121052,مريشك 1900 غرام طوزدة,دانە,1000,6600,7000,5
2016120600196,سيارة ى ثورش,دانە,1000,7100,7500,5
8695761002145,ثنيرعنتابى سيتل,دانە,1000,5000,5400,5
6261552201626,ثفة ك لوسى,دانە,1000,0,400,5
6261552202258,ثفة ك لوسى,دانە,1000,0,400,5
6260176880033,موتة,دانە,1000,0,400,5
6161105450795,ثفك,دانە,1000,0,400,5
6260910101035,ترشوك سون ميوة,دانە,1000,0,400,5
6260007450749,شير  موز,دانە,1000,0,400,5
8680782523595,ثاتوز56ط,دانە,1000,600,1000,5
4823077616099,شةكروك كونجي روشن,دانە,1000,5100,5500,5
4823077617072,شةكروك ئةناناس روشن,دانە,1000,4600,5000,5
4823077616402,فينطر كاكاو روشةن,دانە,1000,600,1000,5
4823077616396,فينطر شير روشن 200ط,دانە,1000,600,1000,5
8420701503662,زيت زيتون شوشة ئسثانى,دانە,1000,2500,2900,5
8690536011070,كلينس ثاثيا مةتبةخ 2 رول,دانە,1000,1100,1500,5
6224007500255,ثنير24عدد لاندى,دانە,1000,800,1200,5
8695820011835,قهوة كةسكان قالك 24عدد,دانە,1000,5100,5500,5
6939114240016,بازليا 500 ط  وةردة,دانە,1000,350,750,5
8991002113558,كاثوضينو طود دةى ئيتالى 20 عدد,دانە,1000,4850,5250,5
8690632047911,نسكويك توز 450 ط,دانە,1000,3850,4250,5
631583103170,زةيت اصيل 2 لتر طةلمةشامي    عرص خاص,دانە,1000,6100,6500,5
6254000260344,شير كاني كيس,دانە,1000,850,1250,5
6922372901218,كراتين امريكي 500 ط,دانە,1000,5100,5500,5
8690536079100,دةرمان بينطو 1لتر,دانە,1000,1350,1750,5
5601474217854,نوك وردة شوشة 300ط,دانە,1000,600,1000,5
6941057451091,حةوزي مندالان بوق,دانە,1000,16600,17000,5
6941057401065,حةوزي كوشك مندالان,دانە,1000,19100,19500,5
6941057444741,زةرافة مدالان جولان,دانە,1000,17600,18000,5
6941057401058,حةوزي شةمسي مندالان,دانە,1000,13100,13500,5
6941057403106,حةوزي 4ثي مندالان,دانە,1000,13100,13500,5
6941057403168,خاني و كورسي ميزة مندالان,دانە,1000,40600,41000,5
078257486694,خاني مندالان هةسث,دانە,1000,22600,23000,5
6941057401027,خيفةت مندالان طةورة,دانە,1000,25100,25500,5
6941057403175,جوثةي مندالان,دانە,1000,15100,15500,5
8690536840403,سانتي مولثيد ليلي دةبل,دانە,1000,2100,2500,5
2016120600417,خاني جوك جةنتا مندالان,دانە,1000,2350,2750,5
2016120602435,خاني جوك سةيارة مندالان,دانە,1000,3350,3750,5
2016120602442,شاحينة حيوان طةورة,دانە,1000,2350,2750,5
108100900301301616397416,ران قالك تركي,دانە,1000,2600,3000,5
87356392,قيمة 350ط   دهوك,دانە,1000,2100,2500,5
3607346550731,معتةر ئاديداس عسل,دانە,1000,2600,3000,5
6926702187259,ضوخكى مةلةوانى طةورة XXL,دانە,1000,14600,15000,5
8680596046013,كيك توث ستار 24 عدد,دانە,1000,4100,4500,5
6260661003503,دوي هراز,دانە,1000,600,1000,5
6945449300882,مةموك شير لكة طةورة,دانە,1000,1350,1750,5
6950239290144,مةموك شوشة عسل طةورة,دانە,1000,2600,3000,5
6945449300936,مةموك شير شوشة بجوك,دانە,1000,1600,2000,5
8999999033231,شامثوي لايف بو شين 680مل,دانە,1000,4100,4500,5
8693029606111,كيك سويس رول تودةى 24عدد,دانە,1000,4600,5000,5
5304000264352,بةقلاوة طولد,دانە,1000,0,400,5
564201612290,بوك جولانة طةورة,دانە,1000,3600,4000,5
2016120600806,لاسركة مندالان 2عدد,دانە,1000,3600,4000,5
2016120602039,بوك باربي لوفي,دانە,1000,2100,2500,5
2016120602046,بوك باربي موديش,دانە,1000,2600,3000,5
2016120601209,مةكينة خياتي مندالان,دانە,1000,4600,5000,5
1312008366422,ثشيلة سثي,دانە,1000,3600,4000,5
2016120601377,ئةنواع سةيارة تاخم,دانە,1000,2600,3000,5
2016120602619,بوكي دولل,دانە,1000,2600,3000,5
2016120603586,قةلابةي كونترول طةورة,دانە,1000,6600,7000,5
1344091220169,هرج يو يو طةورة,دانە,1000,9600,10000,5
6920728207724,بوكي مةموك سميلي,دانە,1000,3600,4000,5
2016120602862,سةيارة سيباق كونترول,دانە,1000,4100,4500,5
2016120600509,سةيارة بيم كونترول,دانە,1000,3600,4000,5
2016120602879,سةيارة ونترول بيم,دانە,1000,4100,4500,5
2016120602169,سةيارة وةنةوشةي طةورة شحن,دانە,1000,8100,8500,5
2016120603968,وةنةوشة طةورة,دانە,1000,7600,8000,5
2016120600103,ميك زةميني شحن 4دةرك,دانە,1000,8100,8500,5
2016120602503,مةرزي شحن,دانە,1000,4100,4500,5
2016120602466,ميك زةميني شحن,دانە,1000,4600,5000,5
7501013117196,شربت جاميكس قودي 250,دانە,1000,350,750,5
7501013117035,شربت جاميكس قودي 250,دانە,1000,100,500,5
7501013117059,شربت جاميكس قودي 250,دانە,1000,350,750,5
7501013181456,شربت جاميكس قودي 500ط,دانە,1000,1350,1750,5
7501013100914,شربت جاميكس قودي 500ط,دانە,1000,1350,1750,5
4711476000888,كاثوجينو قودي تايلو 250 ط,دانە,1000,600,1000,5
4711476000871,يسثريسو قودي تايلو 250ط,دانە,1000,600,1000,5
8906452340034,برنجى هاناى 10ط,دانە,1000,14600,15000,5
4823077607592,ثسكيت روشين,دانە,1000,0,400,5
6251597000513,مينو,دانە,1000,100,500,5
6260453781015,زريشك شهرى 40طرام,دانە,1000,600,1000,5
6264078404595,كيك2 مينو موتة,دانە,1000,100,500,5
6281036125200,جيثس ليز,دانە,1000,600,1000,5
3600521899977,شامثوى يثيك,دانە,1000,1100,1500,5
6912000720793,بوك طة ورة,دانە,1000,7600,8000,5
2016120603708,مةرزي 4دةرطاي طةورة,دانە,1000,7100,7500,5
2016120600165,مةرزي 4دةرطاي شحن  دةرطا كارةباي,دانە,1000,9600,10000,5
2016120602145,رةنج روفةر شحن طةورة,دانە,1000,12600,13000,5
2016120602152,سةيارة ثورش شحن طةورة,دانە,1000,12600,13000,5
2016120601902,سيلاح فيشةك,دانە,1000,3600,4000,5
2016062100280,ميك زةميني شحن موديل نوي,دانە,1000,8100,8500,5
6215000111265,شيرموز بتل,دانە,1000,0,400,5
9557062321150,جيثس مستةر ثةتاتو قودى 35طرام,دانە,1000,600,1000,5
8697405604395,معتةر جةو طولف عالمي,دانە,1000,2600,3000,5
6224000641337,ثةنير مسري 8عدد,دانە,1000,50,450,5
5760466738095,ثةنير بوك شوشة 240غرام,دانە,1000,2100,2500,5
5304000264369,بةقلاوة طولد 24عدد,دانە,1000,4350,4750,5
8690562041287,كيك را وند,دانە,1000,0,400,5
8690555512091,فرضةى ددان بةنات ثورى سوفت,دانە,1000,1600,2000,5
6260007452323,شيرطندور,دانە,1000,100,500,5
8699913950483,زةيتون خابور جرمسى 1200طرام,دانە,1000,5600,6000,5
6260467401541,تايت 5كيلو   سارا,دانە,1000,3600,4000,5
8680313530146,تايت مور 5. 4  كيلو,دانە,1000,4100,4500,5
8690511105251,تايت ABC غةسالةى عادى 3كيلو,دانە,1000,4350,4750,5
2810810009005,رانكى قاث,دانە,1000,2600,3000,5
8695543003810,لور موراد بى 500طرام,دانە,1000,3100,3500,5
3245421944145,لةثكى ماليزى عسل,دانە,1000,850,1250,5
8699182381933,معتةر جةو يليجي,دانە,1000,1100,1500,5
8699182381957,معتةر جةو يليجي,دانە,1000,1100,1500,5
8699182381926,معتةر جةو يليجي,دانە,1000,1100,1500,5
8699182381940,معتةر جةو يليجي,دانە,1000,1100,1500,5
8680793490053,ريكاي ليدب,دانە,1000,250,650,5
8693029701281,كيك كشمش طوستو 24عدد,دانە,1000,4100,4500,5
8693029701953,كيك طوستو 24عدد,دانە,1000,4100,4500,5
8693029702004,كيك طوستو ثي 24عدد,دانە,1000,4100,4500,5
8690562141284,كيك رواند 24عدد,دانە,1000,4100,4500,5
8693029701304,كيك موساكي 24عدد,دانە,1000,4100,4500,5
8693029701939,كيك تريو 24عدد,دانە,1000,4100,4500,5
8690562180207,نةستةلة بيفا 24عدد,دانە,1000,2100,2500,5
5281117002711,كةمثوت ئاناناس 567 ط دلواي,دانە,1000,1600,2000,5
8691422800099,فلفل شوشة تركي 300 ط,دانە,1000,1100,1500,5
8691422800020,بازليا و طيزةر مشةكل 345ط,دانە,1000,850,1250,5
8001090040268,دةرمان جلك مندالان ئاريال 1755,دانە,1000,6600,7000,5
5326149875237,سينيكى برنج سةفةرى فودثاك 25عدد 22سم,دانە,1000,1350,1750,5
0162240013800456,عللك ونى كوم بال نةعنة 100عدد,دانە,1000,1600,2000,5
0162300024680040,بسكيت  سالار,دانە,1000,850,1250,5
8697424140768,ثةنير تركي 1كيلو,دانە,1000,5100,5500,5
8697755091210,معتةر جةو شلال فلوريا,دانە,1000,1100,1500,5
8693029701298,كيك,دانە,1000,0,400,5
8693029701922,كيك,دانە,1000,0,400,5
8693029701991,كيك,دانە,1000,0,400,5
4823077607585,ثسكيت,دانە,1000,0,400,5
6260525100041,كة شكى ئايش450ط,دانە,1000,850,1250,5
8680131202867,كلينس120عدد دارو,دانە,1000,600,1000,5
8680131202850,كلينس120عدد دارو,دانە,1000,600,1000,5
8680313531457,كلينس تةر 120 عدد مور,دانە,1000,600,1000,5
6253504307104,سابونى ويندرفيل بايع,دانە,1000,0,400,5
6231688000202,ماست1كيلوى سيلو,دانە,1000,1100,1500,5
2822442300405,سينط نيف كيلو,دانە,1000,850,1250,5
8680931620540,لبنة تركية 250ط,دانە,1000,599,999,5
8693298060041,جةرةزات ئةيدن 350 ط,دانە,1000,4600,5000,5
5760466738088,ثةنير بوك شوشة 140 ط,دانە,1000,1350,1750,5
6260812000245,كلوجة نادى طويز 40 عدد,دانە,1000,6600,7000,5
4101540780134,ميني كيك موفنيس ثولةندي 225 ط,دانە,1000,2100,2500,5
4101540780158,ميني كيك موفنيس ثولةندي 225 ط,دانە,1000,2100,2500,5
4101540780172,ميني كيك موفنيس ثولةندي 225 ط,دانە,1000,2100,2500,5
41015445,كيك ثولةندي 400 ط,دانە,1000,2100,2500,5
4101540726729,سويس رول ثولةندي 400ط,دانە,1000,2100,2500,5
5907471414655,بسكيت جوكوبيارس  175 ط,دانە,1000,1100,1500,5
41015490,كيك عائيلي  ثولةندي 400 ط,دانە,1000,2100,2500,5
41015452,كيك عائيلي  ثولةندي 400 ط,دانە,1000,2100,2500,5
41015438,كيك ثولةندي عائيلي 400 ط,دانە,1000,2100,2500,5
5907471443389,بسكيت فرايت فيلينط ثولةندي 175 ط,دانە,1000,1600,2000,5
5907471443440,بسكيت جوكوبيارس  175 ط,دانە,1000,1100,1500,5
4101540788406,كيك فيسيلي ثولةندي 250 ط,دانە,1000,2100,2500,5
5281117003336,دةرمان فلافل  يماراتي 200 ط,دانە,1000,1600,2000,5
8801062138517,مساس  سوراف,دانە,1000,0,400,5
4101540709289,كيك سةمونى ثولةندى,دانە,1000,100,500,5
8681270450577,ويفر ئةلديفا 24عدد,دانە,1000,2100,2500,5
6264078406339,موتة زحفران قالك,دانە,1000,100,500,5
8690504081333,كيك ئولالاي ئولكةر فراولة 70 ط,دانە,1000,600,1000,5
8681270426046,بسيكيت,دانە,1000,2100,2500,5
5925272500698,ثاترى شير,دانە,1000,100,500,5
8690504135951,ثسكيت ئولكةر,دانە,1000,0,400,5
4820154483087,ثسكيت ئوكرانى,دانە,1000,600,1000,5
8698683782560,كلينس توركى 600عدد,دانە,1000,600,1000,5
8695280033613,شربت ثردقال,دانە,1000,0,400,5
5281112055682,باشترين تايت ثيرسل ئةلماني + جل هدية,دانە,1000,11350,11750,5
8671241000245,لبنة تازج 200ط,دانە,1000,600,1000,5
6260007453603,شربت 200 ط,دانە,1000,0,400,5
5449000132505,سثرايت بتل 1.75لتر,دانە,1000,600,1000,5
0133100407840521,موتة,دانە,1000,0,400,5
6260526100231,موتة,دانە,1000,0,400,5
6260176806675,موتة ميهن كولا,دانە,1000,0,400,5
0133100017680789,موتة ميهن,دانە,1000,0,400,5
6260522300321,موتة,دانە,1000,0,400,5
6260176810511,موتة سالاري ميهن,دانە,1000,350,750,5
6260176810238,موتة مةطنوم ميهن,دانە,1000,350,750,5
8697402110660,سوسيس تركي 340ط,دانە,1000,499,899,5
8690612420062,طةنمةشامي سوثةرفريش 450ط كيس,دانە,1000,1600,2000,5
7730108002127,ماسي قةت كري 1كيلو,دانە,1000,2850,3250,5
8000500007884,عرص خاص نوتيلا شوشة 385طرام,دانە,1000,3350,3750,5
8697424140584,قةيماغى شةريف تركى,دانە,1000,2000,2400,5
8690451083473,مريشك طوزدة 1600طرام,دانە,1000,5850,6250,5
6210078043524,سابون حلب,دانە,1000,600,1000,5
6260100109483,ثفةك مينو180ط  طةورة,دانە,1000,599,999,5
0133000072900009,دووى طدوك دةبة 1400مل,دانە,1000,1100,1500,5
8681270411103,ثسكيت,دانە,1000,0,400,5
5281112050472,باشترين تايت ثيرسل ئةلماني سيتل,دانە,1000,11350,11750,5
5285007240320,معجون تةماتة جيهان 830 ط,دانە,1000,2100,2500,5
5285007240733,زةيت جيهان 1 لتر,دانە,1000,850,1250,5
8681270416047,ثسكيت,دانە,1000,0,400,5
078257584611,حوزى 183,دانە,1000,10600,11000,5
078257584741,حوزى122,دانە,1000,8600,9000,5
6926521547876,قلم رة نط,دانە,1000,1100,1500,5
6917554716193,جيثس تانطو,دانە,1000,350,750,5
6917554713055,جيثس تانطو,دانە,1000,350,750,5
6917554713048,جيثس تانطو,دانە,1000,350,750,5
6260729000116,دووى طدوك دةبة 1400مل,دانە,1000,1100,1500,5
6261609000509,شربت تينو شوشة,دانە,1000,350,750,5
8699462609450,ئوزمو,دانە,1000,0,400,5
8696540185042,ئاري برنج مندالان موز,دانە,1000,1300,1700,5
6260111310106,ثسكيت ساقة تلاي مينو 200طرام,دانە,1000,100,500,5
6264078401969,موتة,دانە,1000,100,500,5
4014400909470,شةكروك مينى سوفت المانى 116طرام,دانە,1000,2850,3250,5
5000396042481,نةستةلةي داجيستيف 5عدد,دانە,1000,600,1000,5
0162300031980056,ثسكيت مينو,دانە,1000,0,400,5
5285007240290,سابونى روسىشةريكة جيهان,دانە,1000,0,400,5
4820154483001,ثسكيت,دانە,1000,0,400,5
6957743397222,هيلك مندالان باندوو,دانە,1000,0,400,5
5000396042467,نةستةلة داجيستيف 5عدد,دانە,1000,600,1000,5
8690766691721,كيك 2 قلو تركي,دانە,1000,0,400,5
8681002386075,علك نيكست,دانە,1000,249999600,250000000,5
6261886701069,زبدة لانتانا حيواني 100 ط,دانە,1000,600,1000,5
8690536000586,دةرمان كاشي بينطو 1000مل,دانە,1000,1600,2000,5
3902634650064,جيثس فيث 50 ط طةورة,دانە,1000,100,500,5
5908234807509,ويفر ثولندى200ط,دانە,1000,600,1000,5
5908234804737,طوفريت ثولندى200ط,دانە,1000,600,1000,5
